name,city_short_code,city_name,date,year_month,dataset_portion,meeting_section,speaker_role,start,end,text,topic
SEA_03_15_21,SEA,"Seattle, WA",2021-03-15,2021-03-01,Training,Public Comment,Commenter,4677.0,4711.0,"No problem. My name is Jacob Shear. I'm an advocacy organizer for Real Change. You've heard from several of our vendors today. We serve a population that already faces constant housing precarity even prior to the pandemic. Our vendors live in RVs and homeless encampments, tiny house villages, low-income and subsidized housing, as well as on the streets of one of the richest cities in the world. Many of our vendors have struggled for years to get into stable housing, and several have experienced eviction firsthand.  Eviction is harmful and traumatizing and it is something that our vendors carry with them long after they are forced out of their home and into uncertainty and often homelessness. Today, each of you who voted to delay failed our vendors and you failed to meet the urgency of this moment.",Homelessness
SEA_03_15_21,SEA,"Seattle, WA",2021-03-15,2021-03-01,Training,Public Comment,Commenter,4669.0,4673.0,Thank you. My name is Jacob Shear. I'm an advocacy organizer. Thank you. Can you hear me?,Other
SEA_03_15_21,SEA,"Seattle, WA",2021-03-15,2021-03-01,Training,Public Comment,Commenter,4595.0,4659.0,"Thank you. Okay, awesome. I support the right to counsel with no means testing, and I also support the extension to the moratorium until the end of the year. Also, Kibibi Monet wanted me to read a statement for her, and so here it is verbatim, and she says, if you don't have drinkable water, you die. If you don't have breathable air, you die. If you don't have livable shelter, you die. If you don't have eatable food, you die.  If you don't have good health without treatment, you die. Come on, people. This is a no-brainer. It's a life or death. It's our choice. Live and let live. This is life and a death issue. What are the alternatives? Death. So please extend the extension moratorium to the end of the year. And please pass the support to right to counsel with no means testing. And also think about a fund for renters.  facing eviction to apply for relief. Tacoma just did it. I think Seattle can do it too. And there should be a fund for small landlords to apply for relief.",Homelessness
SEA_03_15_21,SEA,"Seattle, WA",2021-03-15,2021-03-01,Training,Public Comment,Commenter,4504.0,4566.0,"Excellent. My name's Madeline. I'm a renter in Green Lake, and so I'm just here to voice my support for right to counsel for tenants, but it needs to pass with no loopholes, no end date, no means testing. Evictions don't only put people on the street. It destroys their record. It ruins their chances to find housing in the future, and as someone earlier spoke to, if they're caught up in the courts, they get put in purgatory where they can't get the aid that they need. I know some of the council members brought up concerns about costs.  protecting renters now actually could save the city millions of dollars. In Baltimore, they passed a right to council, and that saved them $35.6 million by investing now instead of later. And they save on transportation costs,  trying to house and displace folks, all these things. I've also heard concerns about putting a limit on who's eligible for legal representation, a.k.a. means testing. And we see this all the time, and we see that it only hurts the most in need. For example, in health care, it's folks who are English or second language. They fail to gain access because of all the hoops and barriers put up through this means testing. So as I say, an ounce of prevention is worth a pound of cure. We need rights to counsel, no means testing, no loopholes, no son's right clause.",Housing
SEA_03_15_21,SEA,"Seattle, WA",2021-03-15,2021-03-01,Training,Public Comment,Commenter,4877.0,4929.0,"Thank you so much. My name is Matthew Colosurdo, and I support the right to counsel legislation with no means testing. I am an affordable housing landlord for low- and moderate-income residents in D7 downtown.  I tell you, I have rarely walked into court and seen a leaseholder bring competent legal representation with them in the city of Seattle, maybe one in 10. Landlords and their attorneys also know there are several pro-landlord magistrates and judges, and some of them, of course, do have racial and gender biases. Renters pay for several things, of course, but including keeping the landlord's attorney on retainer. How about that one, counsel? This is grossly unfair and mocks our system of justice.  We are in a humanitarian crisis, and this is just a minor part of it. Please pass the right to counsel without loopholes and without delays. Thank you.",Housing
SEA_03_15_21,SEA,"Seattle, WA",2021-03-15,2021-03-01,Training,Public Comment,Commenter,4501.0,4501.0,Hi there. Can you hear me?,Other
SEA_03_15_21,SEA,"Seattle, WA",2021-03-15,2021-03-01,Training,Public Comment,Commenter,3418.0,3472.0,"Hi, I'm Grayson. I'm a renter in D3. I spoke here more politely the first time Right to Counsel came up, but now I'm pretty angry. In every place that I've ever lived, I've dealt with landlords, large and small, that withheld information from me or manipulated or misrepresented aspects of the lease. In every place I've ever lived, I've dealt with management companies that made life more difficult for me because I'm a transgender person with a legal name change. And I'm a working class person who has been lucky to never have been behind on rent.  In December, the average American family was behind $6,000 on rent, and life hasn't exactly gotten better since then. And right now, they're not guaranteed a lawyer to stop them from being evicted. As Council Member Sawant said, this is not hyperbole. This is our lives. And I'm stunned by the lackadaisical approach taken by Peterson in postponing this legislation that he doesn't even support and the completely negligent approach of the council members trying to pave this over as legally necessary when it's not.  Lastly, Council Member Juarez, your comments are something I'd expect to hear on Fox News, decrying working families in trouble as potential troopers. Y'all are a disappointment.",Housing
SEA_03_15_21,SEA,"Seattle, WA",2021-03-15,2021-03-01,Training,Public Comment,Commenter,3354.0,3409.0,"Hello, my name is Kate Rubin.  Hello, my name is Kate Rubin. I'm a renter in District 2, and I'm the Executive Director of vSeattle. I'm calling in support of Councilmember Sawant's right to counsel bill without means testing or other loopholes. Being forced to prove economic hardship will only make it harder for tenants who are already overwhelmed and struggling to navigate overlapping crises to access this service. Many tenants already self-evict because they feel like it's their only option. They don't know their rights, and even when they do, there's such a huge power imbalance.  Landlords are hiring cutthroat lawyers to fight against people who are struggling to put food on the table. Without adequate representation, how will they defend themselves? No income black and indigenous people of color are more likely to be renters, and they're the first to be displaced. These communities were already disproportionately affected by the homelessness crisis before the pandemic even began. Giving people facing eviction fair representation and support will ultimately help them stay housed and save lives. Thank you.",Homelessness
SEA_03_15_21,SEA,"Seattle, WA",2021-03-15,2021-03-01,Training,Public Comment,Commenter,3276.0,3339.0,"Hi, my name is Hannah Svoboda, and I'm a renter in District 3, and I'm calling in support of the right to counsel legislation. I'm honestly disgusted that the City Council has postponed the vote on this bill. This delay is the same sort of dishonest attempt to gut the movement's demands that we've seen time and time again. Councilmember Juarez said that she's not talking about adding means testing, but requiring tenants to prove their income level to qualify is certainly means testing.  The assertion that wealthy individuals will abuse right to counsel is totally misleading. In reality, all that means testing does is to become a serious obstacle to people who are actually eligible for receiving aid. We need the legislation as written with no loopholes. This delay to supposedly make the bill more defensible sounds like nothing more than an opportunity to drive through massive loopholes like city council just did with the chemical weapons ban.  We can't afford to wait any longer to pass this legislation. We're in the middle of a global health crisis, an economic crisis, and a housing crisis. It is critical that we pass this now.",Housing
SEA_03_15_21,SEA,"Seattle, WA",2021-03-15,2021-03-01,Training,Public Comment,Commenter,3200.0,3268.0,"Daniel, go for it. Hey, my name's Daniel Kavanaugh.  Yeah, my name is Dan. I'm a renter in the CD. And this morning, I just found out that my downstairs neighbor, Dolly, has been enduring harassment from our landlord for months. Our landlord has refused to allow them to fill empty rooms in their unit, turning down every applicant. But he has been expected them to pay for the empty rooms. And he's tried everything he can to harass them into leaving despite the eviction moratorium. He's lied over and over again.  tried to claim they were a health and safety hazard, lied about the cost of the water bill, turned off their hot water illegally. But this is not just happening for my neighbor, Dolly. It's happening to thousands of Seattle renters. And it's gotten to the point where she's exhausted by the harassment and has just given up on staying and is moving out to live in a van and become homeless. And how dare the council members sitting on a six-figure salary make excuses at the last minute while people are losing their homes right now?  We need right to counsel with no means testing. Means testing would put people who are facing daily harassment from their landlords in the position of jumping through bureaucratic hoops at one of the worst times in their lives. I don't care if it hurts your feelings. Working people need you to act. You have to support Shama's right to counsel legislation. No loopholes, no delay.",Housing
SEA_03_15_21,SEA,"Seattle, WA",2021-03-15,2021-03-01,Training,Public Comment,Commenter,3483.0,3545.0,"My name is Bia, and I'm a renter in Capitol Hill. We need Council Member Sawant's right to counsel legislation as written, without loopholes.  I'm disgusted by the efforts by council members Peterson, Juarez, and Herbold and others to delay this vote. Renters are still being evicted during the eviction moratorium, about one a day. So each day that passes without this legislation is another day that Seattle residents will be traumatized, have their financial and housing stability decimated, and could even die as a result of what these council members have done here today.  I'm also frankly disgusted by Councilmember Juarez's comments comparing tenants facing evictions to criminals. I'd like to hear the Councilmember try to explain those repulsive comments to tenants like Kehlani Luxmore, a young black mother of three children who was threatened with eviction by the corporate landlord running her building because they claimed she owed them $2 and took her to eviction court in the middle of winter.  Hiding behind technical and legal terms in order to poke holes in this legislation is shameful, but not at all surprising from the corporate politicians on this council with their six-figure salaries. It's a lesson to our movement that we have to fight even harder if we are going to win.",Homelessness
SEA_03_15_21,SEA,"Seattle, WA",2021-03-15,2021-03-01,Training,Public Comment,Commenter,4446.0,4490.0,"My name is Neil Lampe. As a vehicle resident, I'm unaffected by the council's decision on this matter today. I have significant student debt, making both rent and debt settlement out of reach. People have life happening to them every day. The banks were bailed out in 2009. I'd like to ask that you turn your attention to the people in whatever small measure the council can and provide this relief for people being evicted.  I urge you to support the council and the eviction moratorium. It's hard for me to trust the delaying tactics. We've been fighting this stuff for 27 years here at Real Change, and we're right back at ground zero.",Homelessness
SEA_03_15_21,SEA,"Seattle, WA",2021-03-15,2021-03-01,Training,Public Comment,Commenter,3572.0,3635.0,"Hi, my name's Sarah and I'm a renter in Cap Hill and I'm here in support of both the eviction moratorium extension resolution and the right to counsel ordinance. As we all know, working people have suffered the brunt of this pandemic. You know, millions of people are still jobless and are being forced to go into further debt to pay their basic bills. As the eviction moratorium is set to expire,  at the end of the month, which just today we found out that that has been expanded for three more months. Obviously, we should celebrate that, but that's definitely not enough. And thousands of renters will still be at risk of eviction after those three months are up. We need to extend the eviction moratorium through at least the end of this year without any corporate loopholes or exceptions. On top of this, we need to support those who are currently facing eviction by giving tenants a fighting chance in court through a right to counsel  And individuals facing eviction can rarely afford legal representation, whereas we know the big landlords evicting these tenants have no problem hiring expensive legal aid. And on top of that, studies done across the country have shown that the cost of providing legal aid is significantly less.",Homelessness
SEA_03_15_21,SEA,"Seattle, WA",2021-03-15,2021-03-01,Training,Public Comment,Commenter,4297.0,4360.0,"Yes, hi, thank you. Just forgive me if I'm not understanding something correctly. If there's money available to pay for eviction attorneys on the back end, it seems to make more sense to me that that money would be given to renters now so that they can pay their bills and not fall behind and even face the idea of an eviction in the first place. But maybe that's too simple of an understanding. Forgive me for that. What I wanted to call and speak to was an extension of the eviction moratorium  The unfortunate reality is that single family landlords, mom and pops, they are not able to absorb this. And what's happening is they are selling off their rental properties at pretty alarming rates. I wrote into the council with further detail on this. I don't have time to get into it on this one minute call.  But despite the best intentions, the reality is that the housing supply continues to dwindle because of the legislative environment. And you can do the math on how that plays out. Thank you.",Housing
SEA_03_15_21,SEA,"Seattle, WA",2021-03-15,2021-03-01,Training,Public Comment,Commenter,4229.0,4287.0,"Thank you, Barbara. And hi, my name is Leah Perlmutter. I'm a renter and a union member in UAW 4121, and I'm also a District 3 Seattle voter.  Just hours ago, our fighting movement won an extension on the eviction moratorium. We're still fighting for a longer extension and for right to counsel. So our eviction system currently is racist and sexist, leading to women, people of color, trans and queer folks, all getting evicted at disproportional rates because corporate landlords are discriminating against them. I urge the city council to pass right to counsel legislation in the strongest possible form. This means no means testing or, quote, eligibility testing or other loopholes. And please stop your delaying tactics.  Right to counsel will reduce the number of eviction cases in our court because it will stop predatory landlords from bringing discriminatory eviction cases that they know they can't win against the professional defense. Wealthy renters won't abuse the system. Why would someone voluntarily enter into eviction proceedings when they can afford to pay rent? Right to counsel will save lives because eviction leads to homelessness for so many renters.",Homelessness
SEA_03_15_21,SEA,"Seattle, WA",2021-03-15,2021-03-01,Training,Public Comment,Commenter,4210.0,4218.0,"urgent, it is, and you're delaying it two weeks. Shame on you, council. Shame on you who voted for delay.",Governance and Civic Engagement
SEA_03_15_21,SEA,"Seattle, WA",2021-03-15,2021-03-01,Training,Public Comment,Commenter,4373.0,4435.0,"Thank you. Hi, my name is Jack Francis and I'm a resident of the U District. I'm calling today to ask my city council to follow through with two demands. Pass a resolution to the mayor and governor extending the eviction moratorium through at least the rest of this year and passing the right to counsel legislation without loopholes as well. Passing these two bills would be extremely helpful, beneficial for renters, especially African-American BIPOC renters. Having an eviction defense can be the difference between life and death.  Using means testing to determine if someone deserves right to counsel or not during a time of economic downturn at this magnitude is dehumanizing. We are not rushing these bills either. Other cities have already passed similar bills. Just because the state is considering these bills too does not mean that they will even pass. Even if they do pass a bill of the right to counsel, it would not go into effect until next year.  We need you people to be proactive and plan for the worst case scenario. Please. A 2019 University of Washington study found that tenants with legal representation were twice as likely to keep their housing. But only 10 percent of tenants facing eviction had a lawyer compared to 90 percent of landlords having representation in court. A report from the Washington.",Homelessness
SEA_03_15_21,SEA,"Seattle, WA",2021-03-15,2021-03-01,Training,Public Comment,Commenter,4166.0,4184.0,"I'm sorry, Council President Gonzalez, I don't accept that. Council Member Sawant. No, I don't accept that. I'm going to ask you, please. People have the right to speak their mind about items on the agenda, and if council members have sold out on the items of the agenda, they have the right to call them out. You cannot stop them from doing it and pretend that that's the rules.",Governance and Civic Engagement
SEA_03_15_21,SEA,"Seattle, WA",2021-03-15,2021-03-01,Training,Public Comment,Commenter,4144.0,4153.0,"Yes. You're asking us to focus on the bill, but I do feel that Councilmember Strauss took a swipe at another Councilmember.",Other
SEA_03_15_21,SEA,"Seattle, WA",2021-03-15,2021-03-01,Training,Public Comment,Commenter,3648.0,3711.0,"Yes, Seattle Council Member.  I'm a real change vendor that has faced eviction without legal counsel. Landlords and management companies have all the advantages in this process. I believe in these trying times, Seattle should not be allowing these landlords to add to Seattle's already out of control homeless population. Many facing eviction are really not at fault for the loss of employment and what COVID has brought to Seattle.  So in Seattle's best interest, I believe legal counsel can go a long ways in relieving this downward spiral many are facing today. As we speak today, our leaders are promoting this just-passed stimulus package that will help but not be a cure-all. We all know who these people that are facing eviction, who they are and what they need.  Let's not add to homelessness.",Homelessness
SEA_03_15_21,SEA,"Seattle, WA",2021-03-15,2021-03-01,Training,Public Comment,Commenter,4101.0,4142.0,"Hello, my name is Barbara Finney. I live in District 5 where the majority of people are renters. Council Member Juarez, you did not attend any of the committee hearings on this yet, and yet you are now voting to delay it. That's really disappointing. The rest of you who voted to delay, I cannot tell you how hallow it rings.  to hear your what seems like excuses and your lawyerly excuses. And furthermore... Barbara, I'm sorry.",Housing
SEA_03_15_21,SEA,"Seattle, WA",2021-03-15,2021-03-01,Training,Public Comment,Commenter,3718.0,3793.0,"Hi, my name is Margo. I'm a renter in District 3. I'm obviously really glad to hear about the extension for the eviction moratorium that renters and working people have won through our movement. But I'm incredibly disappointed at the council members voting to delay this vote on Council Member Sawant's bill for legal right to counsel.  Council members have talked a lot about making this right to counsel bill a better bill, but I don't think I've heard any concrete suggestions about how it would be made better. And so because of that, I'm left to assume that this means loopholes, means testing and limitations to the accessibility of low-income tenants, women and people of color to reach these services. Although on the other hand, I do know for a fact that there are people living near me who have been harassed again into voluntarily self-evicting  themselves from their housing because they don't know what legal recourses are available to them. And if they'd had these measures already, they would have been able to keep their housing. And so I'm currently splitting costs with a roommate who's facing medical bills for a chronic condition that complicates their ability to find work. Thankfully, we have friends to turn to if work comes to work. But these are the kind of people who face eviction, the people who are one medical bill, one accident away from being homeless. And so I'd strongly oppose any measure",Housing
SEA_03_15_21,SEA,"Seattle, WA",2021-03-15,2021-03-01,Training,Public Comment,Commenter,3801.0,3865.0,"Yeah, my name's Matt Smith. I'm a renter in District 2. First, I think it's a huge victory for the movement that the eviction moratorium has been extended. Now we need to fight to extend it to the end of 2021. We've been in a homeless state of emergency since 2015, and in reality, this crisis has been going on for much longer. Renters are facing a possible wave of eviction after this moratorium ends, and they need to have the security of knowing that at least  They'll have recourse to a right to counsel if their landlords try to evict them. And every single delay by this council means that renters are left in limbo and gives big landlords the opportunity to mobilize against these critical protections. And Council Member Gonzalez, I think it's outrageous for you to try to intimidate ordinary people from speaking out against council members who are delaying a vote at the last minute that dozens of people on this call came to speak in favor of. And it's a critical protection for renters in the city who've been facing rising housing costs  and unjust evictions for years. We need to change the fundamental balance of power between renters and big landlords. We should be clear that it's the big corporate landlords like Essex Property Management, Carl Hagelin's company.",Homelessness
SEA_03_15_21,SEA,"Seattle, WA",2021-03-15,2021-03-01,Training,Public Comment,Commenter,3955.0,4017.0,"Hello, my name is Jessica Westgren.  And I am the former co-chair of the Seattle Renters Commission. I'm also a renter in District 4. I'm calling in today to voice my full and passionate support for Right to Counsel. You know in your hearts that Right to Counsel is the right thing to do. Delaying this bill to find out how to do some means testing or eligibility metrics just really says to me we want to make Right to Counsel harder. It's awful and very disheartening to hear people talk about fictional bad actor renters who make $100K a year and decide to stop paying rent.  By the way, have we even heard about this being real, or is this just political conjecture? 90% of landlords are represented by an attorney when they're in court. In addition, if they're a large property management company, such as my previous employer, they will have an attorney at ready. And I can also tell you my small landlord has an attorney, too. He often starts every conversation with, I spoke to my attorney. I do not understand landlords and property management companies that are against right to counsel. The landlord's not paying for the tenant's attorney, and if the landlord has a followed case, we'll still win.  So if they don't have legitimate cases, why are they in camps?",Housing
SEA_03_15_21,SEA,"Seattle, WA",2021-03-15,2021-03-01,Training,Public Comment,Commenter,4027.0,4090.0,"Thank you. Council President Gonzalez, members of City Council, I'm Shelly Cohen, and I'm speaking on the legal counsel area. Many of you know me. I live in Lake City. I'm a real change vendor and play many roles within the organization.  An eviction record reduces the opportunity for employment. At Real Change, this is not an issue. However, so many of my Real Change community have trouble finding other income sources after being evicted. Under one definition, I have been unhoused. There have been times when I was not capable of paying my rent on time. I was referred to services that would assist. However, to receive those services, you had to have an eviction on your record with no guarantee they would get the money.  I was fortunate to have legal counsel within my family that were able to guide me in the correct direction. Evictions are one of the first steps in the vicious circle of people becoming unhoused. Legal right to counsel and an eviction moratorium are a great starting point to make real change.",Homelessness
